model,turn,u,r,rho,p,q,n,sig,scope
Qwen,6,U4,EMP,0.048348769072136144,0.6867210012958385,0.878601575544713,72,False,per_turn
Qwen,6,U5,SEN,0.07425243006655785,0.5353351213998891,0.7647644591426987,72,False,per_turn
Qwen,6,U5,AUR,0.2754736917361231,0.019176900314346546,0.19176900314346546,72,False,per_turn
Qwen,6,U5,TD,0.05452508074414686,0.6491796927572977,0.8772698550774294,72,False,per_turn
Qwen,6,U5,FIX,-0.2883198424137963,0.014047060190960971,0.19176900314346546,72,False,per_turn
Qwen,6,U5,RT,-0.22873289434937807,0.053285511276714555,0.22777742249974062,72,False,per_turn
Qwen,6,U5,TN,-0.08712802051996311,0.4667651193220078,0.7109033832331099,72,False,per_turn
Qwen,6,U5,QOC,0.20386449266229523,0.0858583015627988,0.30663679129571003,72,False,per_turn
Qwen,6,U5,LM,0.28354642960819265,0.015794744748616706,0.19176900314346546,72,False,per_turn
Qwen,6,U5,ME,-0.11365888062263002,0.3417902641082601,0.5892935588073449,72,False,per_turn
Qwen,6,U5,EMP,0.22821285924422435,0.05384442126386465,0.22777742249974062,72,False,per_turn
Qwen,7,U1,SEN,0.3724892056334327,0.0012722910283108331,0.03180727570777083,72,True,per_turn
Qwen,7,U1,AUR,0.2341645213283069,0.04772640208498919,0.23863201042494597,72,False,per_turn
Qwen,7,U1,TD,-0.12133753471821065,0.3099526693141103,0.5534869094894826,72,False,per_turn
Qwen,7,U1,FIX,0.1668959086804363,0.16114733613685436,0.4156896049098087,72,False,per_turn
Qwen,7,U1,RT,0.16490455144596056,0.16627584196392348,0.4156896049098087,72,False,per_turn
Qwen,7,U1,TN,-0.022803016768759843,0.8492085605911129,1.0,72,False,per_turn
Qwen,7,U1,QOC,-0.002555815062842283,0.9830005309438672,1.0,72,False,per_turn
Qwen,7,U1,LM,0.25103673803565885,0.03341792370298176,0.185655131683232,72,False,per_turn
Qwen,7,U1,ME,,,1.0,72,False,per_turn
Qwen,7,U1,EMP,0.21916772414625005,0.06435526398541172,0.2925239272064169,72,False,per_turn
Qwen,7,U2,SEN,0.03564367354832904,0.7662773269342522,0.9988182162163342,72,False,per_turn
Qwen,7,U2,AUR,0.18744208786485586,0.11487087435325231,0.35897148235391346,72,False,per_turn
Qwen,7,U2,TD,0.04675439608316044,0.6965407263126229,0.9988182162163342,72,False,per_turn
Qwen,7,U2,FIX,0.043824229728325635,0.7147169314257973,0.9988182162163342,72,False,per_turn
Qwen,7,U2,RT,0.02969586052655444,0.8044266207923584,0.9988182162163342,72,False,per_turn
Qwen,7,U2,TN,-0.03176841596727457,0.7910764532205806,0.9988182162163342,72,False,per_turn
Qwen,7,U2,QOC,-0.03990521291547313,0.739275103703839,0.9988182162163342,72,False,per_turn
Qwen,7,U2,LM,0.14973743336208814,0.2093266169594827,0.4665171506303896,72,False,per_turn
Qwen,7,U2,ME,,,1.0,72,False,per_turn
Qwen,7,U2,EMP,0.058776691424138786,0.6238278874126941,0.9988182162163342,72,False,per_turn
Qwen,7,U3,SEN,0.44298119496145877,9.751029705863516e-05,0.004875514852931757,72,True,per_turn
Qwen,7,U3,AUR,0.3343476870381859,0.004098405620871953,0.04098405620871953,72,True,per_turn
Qwen,7,U3,TD,-0.14285714285714285,0.23125995491152954,0.47095577770635333,72,False,per_turn
Qwen,7,U3,FIX,0.3137023431452996,0.007288532556536836,0.06073777130447364,72,False,per_turn
Qwen,7,U3,RT,0.34631542301248935,0.0028828848351364045,0.036036060439205056,72,True,per_turn
Qwen,7,U3,TN,0.19545902561656325,0.09988509807202836,0.3476600129232898,72,False,per_turn
Qwen,7,U3,QOC,0.011412279800291008,0.9241998955022915,1.0,72,False,per_turn
Qwen,7,U3,LM,0.13078589921436348,0.2734972063245502,0.5064763080084264,72,False,per_turn
Qwen,7,U3,ME,,,1.0,72,False,per_turn
Qwen,7,U3,EMP,0.30090980720477517,0.010215618728764397,0.07296870520545998,72,False,per_turn
Qwen,7,U4,SEN,0.09477059826179812,0.4284388766781957,0.7140647944636596,72,False,per_turn
Qwen,7,U4,AUR,-0.03130524616671021,0.7940548661218902,0.9988182162163342,72,False,per_turn
Qwen,7,U4,TD,-0.1032520256955501,0.3880829724932924,0.6691085732642972,72,False,per_turn
Qwen,7,U4,FIX,0.3520745499787325,0.0024220504951450693,0.036036060439205056,72,True,per_turn
Qwen,7,U4,RT,0.17630134780742643,0.1384957770035114,0.40734052059856296,72,False,per_turn
Qwen,7,U4,TN,0.20402129264635843,0.08561227163227393,0.3438380274834677,72,False,per_turn
Qwen,7,U4,QOC,-0.13919153147366375,0.2435758590622233,0.47095577770635333,72,False,per_turn
Qwen,7,U4,LM,-0.13880597014925372,0.24489700440730375,0.47095577770635333,72,False,per_turn
Qwen,7,U4,ME,,,1.0,72,False,per_turn
Qwen,7,U4,EMP,0.04474014788959269,0.709017775066866,0.9988182162163342,72,False,per_turn
Qwen,7,U5,SEN,0.2016469994833616,0.0893978871457016,0.3438380274834677,72,False,per_turn
Qwen,7,U5,AUR,0.1697579667454208,0.15398252132011545,0.4156896049098087,72,False,per_turn
Qwen,7,U5,TD,0.027438482430479076,0.819030937297394,0.9988182162163342,72,False,per_turn
Qwen,7,U5,FIX,0.14803923959304008,0.21459788928997922,0.4665171506303896,72,False,per_turn
Qwen,7,U5,RT,0.15264472332715062,0.20051649031265778,0.4665171506303896,72,False,per_turn
Qwen,7,U5,TN,0.006241033676027714,0.9585043162045991,1.0,72,False,per_turn
Qwen,7,U5,QOC,0.038684483251701846,0.7469794949893078,0.9988182162163342,72,False,per_turn
Qwen,7,U5,LM,0.1930064507066601,0.10429800387698694,0.3476600129232898,72,False,per_turn
Qwen,7,U5,ME,,,1.0,72,False,per_turn
Qwen,7,U5,EMP,0.26030117290819027,0.0272239516008566,0.17014969750535375,72,False,per_turn
Qwen,8,U1,SEN,0.38138503569823695,0.0009483886244461188,0.011854857805576486,72,True,per_turn
Qwen,8,U1,AUR,0.3037959291394528,0.009478209041772975,0.05783660985553095,72,False,per_turn
Qwen,8,U1,TD,-0.12158595027498066,0.3089557691527933,0.4983157566980537,72,False,per_turn
Qwen,8,U1,FIX,0.11680623901142326,0.32850107864400235,0.5132829353812537,72,False,per_turn
Qwen,8,U1,RT,0.1062335207137657,0.3744536154665632,0.5320747955597865,72,False,per_turn
Qwen,8,U1,TN,0.06290946395307279,0.5995952753877248,0.681358267486051,72,False,per_turn
Qwen,8,U1,QOC,0.09316949906249124,0.4363163429687653,0.5320931011814212,72,False,per_turn
Qwen,8,U1,LM,0.14060420840328205,0.23877714854830054,0.45476746301428267,72,False,per_turn
Qwen,8,U1,ME,0.1876466562602004,0.11446810204681586,0.32318247688842255,72,False,per_turn
Qwen,8,U1,EMP,0.22637072876685196,0.055862898990029365,0.23276207912512237,72,False,per_turn
Qwen,8,U2,SEN,0.2597390049533653,0.027569984437053545,0.13784992218526773,72,False,per_turn
Qwen,8,U2,AUR,0.1891350767153648,0.11157022732247326,0.32318247688842255,72,False,per_turn
Qwen,8,U2,TD,0.10422081147284167,0.3836222657859977,0.5320747955597865,72,False,per_turn
Qwen,8,U2,FIX,-0.13845947339516892,0.2460884832013469,0.45476746301428267,72,False,per_turn
Qwen,8,U2,RT,-0.10879419766303323,0.3629823025916187,0.5320747955597865,72,False,per_turn
Qwen,8,U2,TN,0.15257027958013045,0.20073872520406738,0.45476746301428267,72,False,per_turn
Qwen,8,U2,QOC,-0.13599722263788105,0.2546697792879983,0.45476746301428267,72,False,per_turn
Qwen,8,U2,LM,0.13329594092081326,0.26431584310309764,0.4557169708674097,72,False,per_turn
Qwen,8,U2,ME,-0.14544931919848664,0.22281625017186774,0.45476746301428267,72,False,per_turn
Qwen,8,U2,EMP,0.09362002909062263,0.43409150210046576,0.5320931011814212,72,False,per_turn
Qwen,8,U3,SEN,0.8043996665398437,1.7326778948971517e-17,8.663389474485759e-16,72,True,per_turn
Qwen,8,U3,AUR,0.4555014195637345,5.8082612848059156e-05,0.0014520653212014788,72,True,per_turn
Qwen,8,U3,TD,-0.09730660903997998,0.4161287905938684,0.5320931011814212,72,False,per_turn
Qwen,8,U3,FIX,0.3338489304447943,0.0041577199464873,0.0346476662207275,72,True,per_turn
Qwen,8,U3,RT,0.30343304245450414,0.00956829828698287,0.05783660985553095,72,False,per_turn
Qwen,8,U3,TN,0.3663679937455052,0.0015499958230308821,0.015499958230308822,72,True,per_turn
Qwen,8,U3,QOC,-0.12862393885688161,0.2815743762338917,0.46929062705648616,72,False,per_turn
Qwen,8,U3,LM,0.24723044549578116,0.03628432766237411,0.16492876210170052,72,False,per_turn
Qwen,8,U3,ME,-0.028783683125170188,0.8103203016037877,0.8807829365258562,72,False,per_turn
Qwen,8,U3,EMP,0.4081522207389269,0.0003722621773868869,0.006204369623114782,72,True,per_turn
Qwen,8,U4,SEN,-0.050964719143762556,0.6707215316494678,0.7452461462771864,72,False,per_turn
Qwen,8,U4,AUR,-0.1001098297969686,0.4027623240939465,0.5320747955597865,72,False,per_turn
Qwen,8,U4,TD,-0.06781609475393449,0.5713802618053089,0.664395653261987,72,False,per_turn
Qwen,8,U4,FIX,-0.16682001455388842,0.1613406244937644,0.403351561234411,72,False,per_turn
Qwen,8,U4,RT,-0.1409814753700483,0.23750673289148533,0.45476746301428267,72,False,per_turn
Qwen,8,U4,TN,-0.004559528532648983,0.9696781493513076,0.9696781493513076,72,False,per_turn
Qwen,8,U4,QOC,-0.08964214570007951,0.45395605673973516,0.5404238770711133,72,False,per_turn
Qwen,8,U4,LM,-0.14436182367389858,0.22633196407898634,0.45476746301428267,72,False,per_turn
Qwen,8,U4,ME,-0.020060271357125986,0.8671695718576893,0.9033016373517597,72,False,per_turn
Qwen,8,U4,EMP,0.02169567189963831,0.8564513864238723,0.9033016373517597,72,False,per_turn
Qwen,8,U5,SEN,0.21928367381790523,0.06421074174947793,0.24696439134414586,72,False,per_turn
Qwen,8,U5,AUR,0.3001771218884959,0.01041058977399557,0.05783660985553095,72,False,per_turn
Qwen,8,U5,TD,0.09976837963300972,0.40437684462543777,0.5320747955597865,72,False,per_turn
Qwen,8,U5,FIX,-0.21346097296507713,0.07179922054429491,0.2564257876581961,72,False,per_turn
Qwen,8,U5,RT,-0.18366343888311418,0.1225083503638271,0.32318247688842255,72,False,per_turn
Qwen,8,U5,TN,0.18351826333976146,0.12280934121760056,0.32318247688842255,72,False,per_turn
Qwen,8,U5,QOC,-0.005064738937165636,0.9663202465570413,0.9696781493513076,72,False,per_turn
Qwen,8,U5,LM,0.15844213672332183,0.1837453948222601,0.43748903529109545,72,False,per_turn
Qwen,8,U5,ME,-0.1977339866175904,0.09592330148904835,0.3197443382968278,72,False,per_turn
Qwen,8,U5,EMP,0.1028829839169308,0.389790298465994,0.5320747955597865,72,False,per_turn
Qwen,9,U1,SEN,0.359225730601794,0.001942217363599078,0.0279741008306916,72,True,per_turn
Qwen,9,U1,AUR,0.35465420350489313,0.002237928066455328,0.0279741008306916,72,True,per_turn
Qwen,9,U1,TD,-0.09418155347660695,0.43132754103027926,0.6233448167868438,72,False,per_turn
Qwen,9,U1,FIX,0.3397454123797024,0.003502941521389162,0.029191179344909685,72,True,per_turn
Qwen,9,U1,RT,0.23941379704893556,0.04281608921328372,0.18515266291470994,72,False,per_turn
Qwen,9,U1,TN,0.13683974151297768,0.2517108589275491,0.5034217178550981,72,False,per_turn
Qwen,9,U1,QOC,-0.1600107924764942,0.17938749891387068,0.40769886116788795,72,False,per_turn
Qwen,9,U1,LM,0.29452462481399755,0.012026711057427477,0.08590507898162483,72,False,per_turn
Qwen,9,U1,ME,0.0406345818467861,0.7346839714846884,0.87462377557701,72,False,per_turn
Qwen,9,U1,EMP,0.4237602117570615,0.00020791984787177787,0.005197996196794447,72,True,per_turn
Qwen,9,U2,SEN,0.11658784107579762,0.3294124981763934,0.5802049181680949,72,False,per_turn
Qwen,9,U2,AUR,-0.026467890674528444,0.8253295158486815,0.9069535174813298,72,False,per_turn
Qwen,9,U2,TD,0.024307143884767783,0.8393905190546751,0.9069535174813298,72,False,per_turn
Qwen,9,U2,FIX,-0.14001059446246122,0.24078557887678462,0.5016366226599679,72,False,per_turn
Qwen,9,U2,RT,-0.013736350851034078,0.9088238018155337,0.9273712263423813,72,False,per_turn
Qwen,9,U2,TN,0.01929331948676583,0.8722044310702554,0.9085462823648492,72,False,per_turn
Qwen,9,U2,QOC,-0.22438621417857305,0.05810594822136904,0.20752124364774654,72,False,per_turn
Qwen,9,U2,LM,0.23575663931854687,0.046190450049814535,0.18515266291470994,72,False,per_turn
Qwen,9,U2,ME,0.03155023061014521,0.7924791249499449,0.900544460170392,72,False,per_turn
Qwen,9,U2,EMP,0.12466298292908091,0.2967796479807223,0.5704692390886509,72,False,per_turn
Qwen,9,U3,SEN,0.7491587023046327,3.7727459722873717e-14,1.886372986143686e-12,72,True,per_turn
Qwen,9,U3,AUR,0.3402498263649416,0.003451440969581827,0.029191179344909685,72,True,per_turn
Qwen,9,U3,TD,-0.16097833366255243,0.17673732963757754,0.40769886116788795,72,False,per_turn
Qwen,9,U3,FIX,0.12181125994051822,0.3080533891078715,0.5704692390886509,72,False,per_turn
Qwen,9,U3,RT,0.2573028267986362,0.029112728689512528,0.1536199140993051,72,False,per_turn
Qwen,9,U3,TN,0.21726755673500447,0.06676132257845183,0.22253774192817274,72,False,per_turn
Qwen,9,U3,QOC,-0.16720819322526276,0.1603538054576587,0.4008845136441468,72,False,per_turn
Qwen,9,U3,LM,0.19795890476286573,0.09553839330048366,0.2742994952480786,72,False,per_turn
Qwen,9,U3,ME,0.2337433235946865,0.04813969235782459,0.18515266291470994,72,False,per_turn
Qwen,9,U3,EMP,0.254871871478594,0.030723982819861016,0.1536199140993051,72,False,per_turn
Qwen,9,U4,SEN,-0.06286946134619315,0.5998278218585121,0.7314973437298928,72,False,per_turn
Qwen,9,U4,AUR,-0.10186016920831342,0.39454552440943935,0.5977962491052111,72,False,per_turn
Qwen,9,U4,TD,0.07062523003279392,0.5555100514184805,0.7121923736134366,72,False,per_turn
Qwen,9,U4,FIX,0.08761584768800126,0.4642644868141065,0.6448117872418145,72,False,per_turn
Qwen,9,U4,RT,-0.10925715169564189,0.36093158075988285,0.5850151219026131,72,False,per_turn
Qwen,9,U4,TN,0.1714196831777881,0.1499328186803723,0.3945600491588745,72,False,per_turn
Qwen,9,U4,QOC,-0.10624323704622425,0.37440967801767233,0.5850151219026131,72,False,per_turn
Qwen,9,U4,LM,-0.07952673636953206,0.5066585875039855,0.6846737668972777,72,False,per_turn
Qwen,9,U4,ME,-0.03524187279837883,0.76883820006398,0.8939979070511395,72,False,per_turn
Qwen,9,U4,EMP,-0.0037787001731038644,0.9748689727506139,0.9748689727506139,72,False,per_turn
Qwen,9,U5,SEN,0.2599345733154635,0.027449187078640136,0.1536199140993051,72,False,per_turn
Qwen,9,U5,AUR,0.19610475488665882,0.0987478182893083,0.2742994952480786,72,False,per_turn
Qwen,9,U5,TD,0.09316443812042148,0.4363413717507907,0.6233448167868438,72,False,per_turn
Qwen,9,U5,FIX,0.022294012002280098,0.85253630643245,0.9069535174813298,72,False,per_turn
Qwen,9,U5,RT,-0.07173846930905547,0.5492796196527026,0.7121923736134366,72,False,per_turn
Qwen,9,U5,TN,0.1148979536935407,0.33651885253749503,0.5802049181680949,72,False,per_turn
Qwen,9,U5,QOC,-0.14591292286403634,0.2213291750415749,0.48115038052516285,72,False,per_turn
Qwen,9,U5,LM,0.10819471356772918,0.3656483824727579,0.5850151219026131,72,False,per_turn
Qwen,9,U5,ME,-0.06532826654706284,0.5856090133646057,0.7314973437298928,72,False,per_turn
Qwen,9,U5,EMP,0.2061921484353397,0.08226301912806472,0.25707193477520224,72,False,per_turn
Qwen,10,U1,SEN,0.3070521059177812,0.009198462983636042,0.11762855685054359,71,False,per_turn
Qwen,10,U1,AUR,0.2597860512246251,0.028680202227343563,0.18499963114685902,71,False,per_turn
Qwen,10,U1,TD,-0.018840451640003003,0.8760736807261884,0.9319932773682855,71,False,per_turn
Qwen,10,U1,FIX,0.19417906154151252,0.10466958105819442,0.32466565304124595,71,False,per_turn
Qwen,10,U1,RT,0.2964174626792628,0.012072764725836039,0.12072764725836038,71,False,per_turn
Qwen,10,U1,TN,0.13015466266022385,0.27932097173552467,0.49878744952772264,71,False,per_turn
Qwen,10,U1,QOC,0.10134887079110742,0.400352948123485,0.6255514814429453,71,False,per_turn
Qwen,10,U1,LM,0.3061759651354365,0.009410284548043487,0.11762855685054359,71,False,per_turn
Qwen,10,U1,ME,-0.0562583590482285,0.641218018205935,0.8150711672330468,71,False,per_turn
Qwen,10,U1,EMP,0.11535880211440176,0.3380727652296224,0.5452786535961651,71,False,per_turn
Qwen,10,U2,SEN,0.18138034503632477,0.13007736123307506,0.32466565304124595,71,False,per_turn
Qwen,10,U2,AUR,0.16079400265746457,0.18038837265665436,0.3758091097013632,71,False,per_turn
Qwen,10,U2,TD,0.12086791757096829,0.3153493758867562,0.5255822931445937,71,False,per_turn
Qwen,10,U2,FIX,-0.002795757109667758,0.9815391087255497,0.9815391087255497,71,False,per_turn
Qwen,10,U2,RT,0.12278592965331558,0.30767412464326294,0.5255822931445937,71,False,per_turn
Qwen,10,U2,TN,0.1785147536147416,0.1363595742773233,0.32466565304124595,71,False,per_turn
Qwen,10,U2,QOC,-0.20024425195145956,0.0940630583625211,0.32466565304124595,71,False,per_turn
Qwen,10,U2,LM,-0.015544008429475065,0.897627434652754,0.9350285777632853,71,False,per_turn
Qwen,10,U2,ME,-0.23098658852721676,0.05261380839278128,0.23915367451264216,71,False,per_turn
Qwen,10,U2,EMP,0.16607612396225582,0.16630433272995607,0.36153115810860015,71,False,per_turn
Qwen,10,U3,SEN,0.5101076261043253,5.515297284358372e-06,0.0002757648642179186,71,True,per_turn
Qwen,10,U3,AUR,0.42446404605641036,0.0002249749005536015,0.005624372513840037,71,True,per_turn
Qwen,10,U3,TD,0.05187764635457349,0.6674434904330893,0.8150711672330468,71,False,per_turn
Qwen,10,U3,FIX,0.15158891874702646,0.20696823732003816,0.4038680580612162,71,False,per_turn
Qwen,10,U3,RT,0.23786886102038135,0.04576950373017211,0.23915367451264216,71,False,per_turn
Qwen,10,U3,TN,0.20279210363552894,0.08986716107573488,0.32466565304124595,71,False,per_turn
Qwen,10,U3,QOC,-0.1432143549664772,0.23346546968824355,0.4323434623856362,71,False,per_turn
Qwen,10,U3,LM,0.19315353556848625,0.1065513411726425,0.32466565304124595,71,False,per_turn
Qwen,10,U3,ME,-0.05172606001118717,0.6683583571310985,0.8150711672330468,71,False,per_turn
Qwen,10,U3,EMP,0.23385979934160991,0.04966107339122802,0.23915367451264216,71,False,per_turn
Qwen,10,U4,SEN,0.2858467915337294,0.0156710155259533,0.13059179604961085,71,False,per_turn
Qwen,10,U4,AUR,-0.07645341571761631,0.52627547495115,0.7518221070730715,71,False,per_turn
Qwen,10,U4,TD,-0.060668767359105334,0.6152500176304337,0.8095394968821497,71,False,per_turn
Qwen,10,U4,FIX,-0.06706201816172083,0.5784359955829945,0.7816702643013439,71,False,per_turn
Qwen,10,U4,RT,0.06997910794836885,0.5619822424470673,0.7805308922875934,71,False,per_turn
Qwen,10,U4,TN,-0.038144132808895476,0.7521405462695419,0.8745820305459788,71,False,per_turn
Qwen,10,U4,QOC,-0.08025240512747749,0.5058648971665658,0.7439189664214203,71,False,per_turn
Qwen,10,U4,LM,-0.15059006126197153,0.21001139019183243,0.4038680580612162,71,False,per_turn
Qwen,10,U4,ME,-0.02898550724637681,0.8103679123476196,0.9208726276677496,71,False,per_turn
Qwen,10,U4,EMP,0.01941437014744789,0.8723298415830769,0.9319932773682855,71,False,per_turn
Qwen,10,U5,SEN,0.170902945163165,0.15415705966233267,0.3503569537780288,71,False,per_turn
Qwen,10,U5,AUR,0.2583582276796359,0.029599940983497445,0.18499963114685902,71,False,per_turn
Qwen,10,U5,TD,0.08106663983910099,0.5015439722978705,0.7439189664214203,71,False,per_turn
Qwen,10,U5,FIX,0.019094896733065546,0.8744135208676879,0.9319932773682855,71,False,per_turn
Qwen,10,U5,RT,0.1813702485478328,0.1300991031575741,0.32466565304124595,71,False,per_turn
Qwen,10,U5,TN,0.2123736842595649,0.07539198210963764,0.31413325879015686,71,False,per_turn
Qwen,10,U5,QOC,-0.04330116728880712,0.7199287125680984,0.8570579911524983,71,False,per_turn
Qwen,10,U5,LM,-0.00681434012028226,0.9550230721188099,0.9745133388967447,71,False,per_turn
Qwen,10,U5,ME,-0.189098061527846,0.11425073742182185,0.32466565304124595,71,False,per_turn
Qwen,10,U5,EMP,0.18127029143397375,0.1303145011203721,0.32466565304124595,71,False,per_turn
Llama,1,U1,SEN,0.4621163847592782,4.381128478677059e-05,0.0010952821196692649,72,True,per_turn
Llama,1,U1,AUR,0.2470086991735124,0.03645745043374047,0.2136905697901118,72,False,per_turn
Llama,1,U1,TD,-0.16922749911292653,0.15529227643509744,0.39415266442807645,72,False,per_turn
Llama,1,U1,FIX,0.19830046517963634,0.09495618730613961,0.33912924037907005,72,False,per_turn
Llama,1,U1,RT,0.13225806353095185,0.2680867126785068,0.6092879833602427,72,False,per_turn
Llama,1,U1,TN,0.041448233887788684,0.729573237508351,0.9859097804166905,72,False,per_turn
Llama,1,U1,QOC,-0.1473602487511486,0.21673148925936436,0.516027355379439,72,False,per_turn
Llama,1,U1,LM,0.1753152355928224,0.14075140568567054,0.3909761269046404,72,False,per_turn
Llama,1,U1,ME,,,1.0,72,False,per_turn
Llama,1,U1,EMP,0.1118098351556224,0.3497522344599905,0.699504468919981,72,False,per_turn
